subject_id,phase,lag_s,correlation
S02,Stim,-10.000000,-0.504874
S02,Stim,-9.500000,-0.273236
S02,Stim,-9.000000,0.000000
S02,Stim,-8.500000,0.273236
S02,Stim,-8.000000,0.504874
S02,Stim,-7.500000,0.659650
S02,Stim,-7.000000,0.714000
S02,Stim,-6.500000,0.659650
S02,Stim,-6.000000,0.504874
S02,Stim,-5.500000,0.273236
S02,Stim,-5.000000,-0.000000
S02,Stim,-4.500000,-0.273236
S02,Stim,-4.000000,-0.504874
S02,Stim,-3.500000,-0.659650
S02,Stim,-3.000000,-0.714000
S02,Stim,-2.500000,-0.659650
S02,Stim,-2.000000,-0.504874
S02,Stim,-1.500000,-0.273236
S02,Stim,-1.000000,0.000000
S02,Stim,-0.500000,0.273236
S02,Stim,0.000000,0.504874
S02,Stim,0.500000,0.659650
S02,Stim,1.000000,0.714000
S02,Stim,1.500000,0.659650
S02,Stim,2.000000,0.504874
S02,Stim,2.500000,0.273236
S02,Stim,3.000000,0.000000
S02,Stim,3.500000,-0.273236
S02,Stim,4.000000,-0.504874
S02,Stim,4.500000,-0.659650
S02,Stim,5.000000,-0.714000
S02,Stim,5.500000,-0.659650
S02,Stim,6.000000,-0.504874
S02,Stim,6.500000,-0.273236
S02,Stim,7.000000,-0.000000
S02,Stim,7.500000,0.273236
S02,Stim,8.000000,0.504874
S02,Stim,8.500000,0.659650
S02,Stim,9.000000,0.714000
S02,Stim,9.500000,0.659650
S02,Stim,10.000000,0.504874
S03,Stim,-10.000000,-0.504874
S03,Stim,-9.500000,-0.273236
S03,Stim,-9.000000,0.000000
S03,Stim,-8.500000,0.273236
S03,Stim,-8.000000,0.504874
S03,Stim,-7.500000,0.659650
S03,Stim,-7.000000,0.714000
S03,Stim,-6.500000,0.659650
S03,Stim,-6.000000,0.504874
S03,Stim,-5.500000,0.273236
S03,Stim,-5.000000,-0.000000
S03,Stim,-4.500000,-0.273236
S03,Stim,-4.000000,-0.504874
S03,Stim,-3.500000,-0.659650
S03,Stim,-3.000000,-0.714000
S03,Stim,-2.500000,-0.659650
S03,Stim,-2.000000,-0.504874
S03,Stim,-1.500000,-0.273236
S03,Stim,-1.000000,0.000000
S03,Stim,-0.500000,0.273236
S03,Stim,0.000000,0.504874
S03,Stim,0.500000,0.659650
S03,Stim,1.000000,0.714000
S03,Stim,1.500000,0.659650
S03,Stim,2.000000,0.504874
S03,Stim,2.500000,0.273236
S03,Stim,3.000000,0.000000
S03,Stim,3.500000,-0.273236
S03,Stim,4.000000,-0.504874
S03,Stim,4.500000,-0.659650
S03,Stim,5.000000,-0.714000
S03,Stim,5.500000,-0.659650
S03,Stim,6.000000,-0.504874
S03,Stim,6.500000,-0.273236
S03,Stim,7.000000,-0.000000
S03,Stim,7.500000,0.273236
S03,Stim,8.000000,0.504874
S03,Stim,8.500000,0.659650
S03,Stim,9.000000,0.714000
S03,Stim,9.500000,0.659650
S03,Stim,10.000000,0.504874
S04,Stim,-10.000000,-0.504874
S04,Stim,-9.500000,-0.273236
S04,Stim,-9.000000,0.000000
S04,Stim,-8.500000,0.273236
S04,Stim,-8.000000,0.504874
S04,Stim,-7.500000,0.659650
S04,Stim,-7.000000,0.714000
S04,Stim,-6.500000,0.659650
S04,Stim,-6.000000,0.504874
S04,Stim,-5.500000,0.273236
S04,Stim,-5.000000,-0.000000
S04,Stim,-4.500000,-0.273236
S04,Stim,-4.000000,-0.504874
S04,Stim,-3.500000,-0.659650
S04,Stim,-3.000000,-0.714000
S04,Stim,-2.500000,-0.659650
S04,Stim,-2.000000,-0.504874
S04,Stim,-1.500000,-0.273236
S04,Stim,-1.000000,0.000000
S04,Stim,-0.500000,0.273236
S04,Stim,0.000000,0.504874
S04,Stim,0.500000,0.659650
S04,Stim,1.000000,0.714000
S04,Stim,1.500000,0.659650
S04,Stim,2.000000,0.504874
S04,Stim,2.500000,0.273236
S04,Stim,3.000000,0.000000
S04,Stim,3.500000,-0.273236
S04,Stim,4.000000,-0.504874
S04,Stim,4.500000,-0.659650
S04,Stim,5.000000,-0.714000
S04,Stim,5.500000,-0.659650
S04,Stim,6.000000,-0.504874
S04,Stim,6.500000,-0.273236
S04,Stim,7.000000,-0.000000
S04,Stim,7.500000,0.273236
S04,Stim,8.000000,0.504874
S04,Stim,8.500000,0.659650
S04,Stim,9.000000,0.714000
S04,Stim,9.500000,0.659650
S04,Stim,10.000000,0.504874
S05,Stim,-10.000000,-0.504874
S05,Stim,-9.500000,-0.273236
S05,Stim,-9.000000,0.000000
S05,Stim,-8.500000,0.273236
S05,Stim,-8.000000,0.504874
S05,Stim,-7.500000,0.659650
S05,Stim,-7.000000,0.714000
S05,Stim,-6.500000,0.659650
S05,Stim,-6.000000,0.504874
S05,Stim,-5.500000,0.273236
S05,Stim,-5.000000,-0.000000
S05,Stim,-4.500000,-0.273236
S05,Stim,-4.000000,-0.504874
S05,Stim,-3.500000,-0.659650
S05,Stim,-3.000000,-0.714000
S05,Stim,-2.500000,-0.659650
S05,Stim,-2.000000,-0.504874
S05,Stim,-1.500000,-0.273236
S05,Stim,-1.000000,0.000000
S05,Stim,-0.500000,0.273236
S05,Stim,0.000000,0.504874
S05,Stim,0.500000,0.659650
S05,Stim,1.000000,0.714000
S05,Stim,1.500000,0.659650
S05,Stim,2.000000,0.504874
S05,Stim,2.500000,0.273236
S05,Stim,3.000000,0.000000
S05,Stim,3.500000,-0.273236
S05,Stim,4.000000,-0.504874
S05,Stim,4.500000,-0.659650
S05,Stim,5.000000,-0.714000
S05,Stim,5.500000,-0.659650
S05,Stim,6.000000,-0.504874
S05,Stim,6.500000,-0.273236
S05,Stim,7.000000,-0.000000
S05,Stim,7.500000,0.273236
S05,Stim,8.000000,0.504874
S05,Stim,8.500000,0.659650
S05,Stim,9.000000,0.714000
S05,Stim,9.500000,0.659650
S05,Stim,10.000000,0.504874
S06,Stim,-10.000000,-0.504874
S06,Stim,-9.500000,-0.273236
S06,Stim,-9.000000,0.000000
S06,Stim,-8.500000,0.273236
S06,Stim,-8.000000,0.504874
S06,Stim,-7.500000,0.659650
S06,Stim,-7.000000,0.714000
S06,Stim,-6.500000,0.659650
S06,Stim,-6.000000,0.504874
S06,Stim,-5.500000,0.273236
S06,Stim,-5.000000,-0.000000
S06,Stim,-4.500000,-0.273236
S06,Stim,-4.000000,-0.504874
S06,Stim,-3.500000,-0.659650
S06,Stim,-3.000000,-0.714000
S06,Stim,-2.500000,-0.659650
S06,Stim,-2.000000,-0.504874
S06,Stim,-1.500000,-0.273236
S06,Stim,-1.000000,0.000000
S06,Stim,-0.500000,0.273236
S06,Stim,0.000000,0.504874
S06,Stim,0.500000,0.659650
S06,Stim,1.000000,0.714000
S06,Stim,1.500000,0.659650
S06,Stim,2.000000,0.504874
S06,Stim,2.500000,0.273236
S06,Stim,3.000000,0.000000
S06,Stim,3.500000,-0.273236
S06,Stim,4.000000,-0.504874
S06,Stim,4.500000,-0.659650
S06,Stim,5.000000,-0.714000
S06,Stim,5.500000,-0.659650
S06,Stim,6.000000,-0.504874
S06,Stim,6.500000,-0.273236
S06,Stim,7.000000,-0.000000
S06,Stim,7.500000,0.273236
S06,Stim,8.000000,0.504874
S06,Stim,8.500000,0.659650
S06,Stim,9.000000,0.714000
S06,Stim,9.500000,0.659650
S06,Stim,10.000000,0.504874
S07,Stim,-10.000000,-0.504874
S07,Stim,-9.500000,-0.273236
S07,Stim,-9.000000,0.000000
S07,Stim,-8.500000,0.273236
S07,Stim,-8.000000,0.504874
S07,Stim,-7.500000,0.659650
S07,Stim,-7.000000,0.714000
S07,Stim,-6.500000,0.659650
S07,Stim,-6.000000,0.504874
S07,Stim,-5.500000,0.273236
S07,Stim,-5.000000,-0.000000
S07,Stim,-4.500000,-0.273236
S07,Stim,-4.000000,-0.504874
S07,Stim,-3.500000,-0.659650
S07,Stim,-3.000000,-0.714000
S07,Stim,-2.500000,-0.659650
S07,Stim,-2.000000,-0.504874
S07,Stim,-1.500000,-0.273236
S07,Stim,-1.000000,0.000000
S07,Stim,-0.500000,0.273236
S07,Stim,0.000000,0.504874
S07,Stim,0.500000,0.659650
S07,Stim,1.000000,0.714000
S07,Stim,1.500000,0.659650
S07,Stim,2.000000,0.504874
S07,Stim,2.500000,0.273236
S07,Stim,3.000000,0.000000
S07,Stim,3.500000,-0.273236
S07,Stim,4.000000,-0.504874
S07,Stim,4.500000,-0.659650
S07,Stim,5.000000,-0.714000
S07,Stim,5.500000,-0.659650
S07,Stim,6.000000,-0.504874
S07,Stim,6.500000,-0.273236
S07,Stim,7.000000,-0.000000
S07,Stim,7.500000,0.273236
S07,Stim,8.000000,0.504874
S07,Stim,8.500000,0.659650
S07,Stim,9.000000,0.714000
S07,Stim,9.500000,0.659650
S07,Stim,10.000000,0.504874
S08,Stim,-10.000000,-0.504874
S08,Stim,-9.500000,-0.273236
S08,Stim,-9.000000,0.000000
S08,Stim,-8.500000,0.273236
S08,Stim,-8.000000,0.504874
S08,Stim,-7.500000,0.659650
S08,Stim,-7.000000,0.714000
S08,Stim,-6.500000,0.659650
S08,Stim,-6.000000,0.504874
S08,Stim,-5.500000,0.273236
S08,Stim,-5.000000,-0.000000
S08,Stim,-4.500000,-0.273236
S08,Stim,-4.000000,-0.504874
S08,Stim,-3.500000,-0.659650
S08,Stim,-3.000000,-0.714000
S08,Stim,-2.500000,-0.659650
S08,Stim,-2.000000,-0.504874
S08,Stim,-1.500000,-0.273236
S08,Stim,-1.000000,0.000000
S08,Stim,-0.500000,0.273236
S08,Stim,0.000000,0.504874
S08,Stim,0.500000,0.659650
S08,Stim,1.000000,0.714000
S08,Stim,1.500000,0.659650
S08,Stim,2.000000,0.504874
S08,Stim,2.500000,0.273236
S08,Stim,3.000000,0.000000
S08,Stim,3.500000,-0.273236
S08,Stim,4.000000,-0.504874
S08,Stim,4.500000,-0.659650
S08,Stim,5.000000,-0.714000
S08,Stim,5.500000,-0.659650
S08,Stim,6.000000,-0.504874
S08,Stim,6.500000,-0.273236
S08,Stim,7.000000,-0.000000
S08,Stim,7.500000,0.273236
S08,Stim,8.000000,0.504874
S08,Stim,8.500000,0.659650
S08,Stim,9.000000,0.714000
S08,Stim,9.500000,0.659650
S08,Stim,10.000000,0.504874
S09,Stim,-10.000000,-0.504874
S09,Stim,-9.500000,-0.273236
S09,Stim,-9.000000,0.000000
S09,Stim,-8.500000,0.273236
S09,Stim,-8.000000,0.504874
S09,Stim,-7.500000,0.659650
S09,Stim,-7.000000,0.714000
S09,Stim,-6.500000,0.659650
S09,Stim,-6.000000,0.504874
S09,Stim,-5.500000,0.273236
S09,Stim,-5.000000,-0.000000
S09,Stim,-4.500000,-0.273236
S09,Stim,-4.000000,-0.504874
S09,Stim,-3.500000,-0.659650
S09,Stim,-3.000000,-0.714000
S09,Stim,-2.500000,-0.659650
S09,Stim,-2.000000,-0.504874
S09,Stim,-1.500000,-0.273236
S09,Stim,-1.000000,0.000000
S09,Stim,-0.500000,0.273236
S09,Stim,0.000000,0.504874
S09,Stim,0.500000,0.659650
S09,Stim,1.000000,0.714000
S09,Stim,1.500000,0.659650
S09,Stim,2.000000,0.504874
S09,Stim,2.500000,0.273236
S09,Stim,3.000000,0.000000
S09,Stim,3.500000,-0.273236
S09,Stim,4.000000,-0.504874
S09,Stim,4.500000,-0.659650
S09,Stim,5.000000,-0.714000
S09,Stim,5.500000,-0.659650
S09,Stim,6.000000,-0.504874
S09,Stim,6.500000,-0.273236
S09,Stim,7.000000,-0.000000
S09,Stim,7.500000,0.273236
S09,Stim,8.000000,0.504874
S09,Stim,8.500000,0.659650
S09,Stim,9.000000,0.714000
S09,Stim,9.500000,0.659650
S09,Stim,10.000000,0.504874
S10,Stim,-10.000000,-0.504874
S10,Stim,-9.500000,-0.273236
S10,Stim,-9.000000,0.000000
S10,Stim,-8.500000,0.273236
S10,Stim,-8.000000,0.504874
S10,Stim,-7.500000,0.659650
S10,Stim,-7.000000,0.714000
S10,Stim,-6.500000,0.659650
S10,Stim,-6.000000,0.504874
S10,Stim,-5.500000,0.273236
S10,Stim,-5.000000,-0.000000
S10,Stim,-4.500000,-0.273236
S10,Stim,-4.000000,-0.504874
S10,Stim,-3.500000,-0.659650
S10,Stim,-3.000000,-0.714000
S10,Stim,-2.500000,-0.659650
S10,Stim,-2.000000,-0.504874
S10,Stim,-1.500000,-0.273236
S10,Stim,-1.000000,0.000000
S10,Stim,-0.500000,0.273236
S10,Stim,0.000000,0.504874
S10,Stim,0.500000,0.659650
S10,Stim,1.000000,0.714000
S10,Stim,1.500000,0.659650
S10,Stim,2.000000,0.504874
S10,Stim,2.500000,0.273236
S10,Stim,3.000000,0.000000
S10,Stim,3.500000,-0.273236
S10,Stim,4.000000,-0.504874
S10,Stim,4.500000,-0.659650
S10,Stim,5.000000,-0.714000
S10,Stim,5.500000,-0.659650
S10,Stim,6.000000,-0.504874
S10,Stim,6.500000,-0.273236
S10,Stim,7.000000,-0.000000
S10,Stim,7.500000,0.273236
S10,Stim,8.000000,0.504874
S10,Stim,8.500000,0.659650
S10,Stim,9.000000,0.714000
S10,Stim,9.500000,0.659650
S10,Stim,10.000000,0.504874
S11,Stim,-10.000000,-0.504874
S11,Stim,-9.500000,-0.273236
S11,Stim,-9.000000,0.000000
S11,Stim,-8.500000,0.273236
S11,Stim,-8.000000,0.504874
S11,Stim,-7.500000,0.659650
S11,Stim,-7.000000,0.714000
S11,Stim,-6.500000,0.659650
S11,Stim,-6.000000,0.504874
S11,Stim,-5.500000,0.273236
S11,Stim,-5.000000,-0.000000
S11,Stim,-4.500000,-0.273236
S11,Stim,-4.000000,-0.504874
S11,Stim,-3.500000,-0.659650
S11,Stim,-3.000000,-0.714000
S11,Stim,-2.500000,-0.659650
S11,Stim,-2.000000,-0.504874
S11,Stim,-1.500000,-0.273236
S11,Stim,-1.000000,0.000000
S11,Stim,-0.500000,0.273236
S11,Stim,0.000000,0.504874
S11,Stim,0.500000,0.659650
S11,Stim,1.000000,0.714000
S11,Stim,1.500000,0.659650
S11,Stim,2.000000,0.504874
S11,Stim,2.500000,0.273236
S11,Stim,3.000000,0.000000
S11,Stim,3.500000,-0.273236
S11,Stim,4.000000,-0.504874
S11,Stim,4.500000,-0.659650
S11,Stim,5.000000,-0.714000
S11,Stim,5.500000,-0.659650
S11,Stim,6.000000,-0.504874
S11,Stim,6.500000,-0.273236
S11,Stim,7.000000,-0.000000
S11,Stim,7.500000,0.273236
S11,Stim,8.000000,0.504874
S11,Stim,8.500000,0.659650
S11,Stim,9.000000,0.714000
S11,Stim,9.500000,0.659650
S11,Stim,10.000000,0.504874
S12,Stim,-10.000000,-0.504874
S12,Stim,-9.500000,-0.273236
S12,Stim,-9.000000,0.000000
S12,Stim,-8.500000,0.273236
S12,Stim,-8.000000,0.504874
S12,Stim,-7.500000,0.659650
S12,Stim,-7.000000,0.714000
S12,Stim,-6.500000,0.659650
S12,Stim,-6.000000,0.504874
S12,Stim,-5.500000,0.273236
S12,Stim,-5.000000,-0.000000
S12,Stim,-4.500000,-0.273236
S12,Stim,-4.000000,-0.504874
S12,Stim,-3.500000,-0.659650
S12,Stim,-3.000000,-0.714000
S12,Stim,-2.500000,-0.659650
S12,Stim,-2.000000,-0.504874
S12,Stim,-1.500000,-0.273236
S12,Stim,-1.000000,0.000000
S12,Stim,-0.500000,0.273236
S12,Stim,0.000000,0.504874
S12,Stim,0.500000,0.659650
S12,Stim,1.000000,0.714000
S12,Stim,1.500000,0.659650
S12,Stim,2.000000,0.504874
S12,Stim,2.500000,0.273236
S12,Stim,3.000000,0.000000
S12,Stim,3.500000,-0.273236
S12,Stim,4.000000,-0.504874
S12,Stim,4.500000,-0.659650
S12,Stim,5.000000,-0.714000
S12,Stim,5.500000,-0.659650
S12,Stim,6.000000,-0.504874
S12,Stim,6.500000,-0.273236
S12,Stim,7.000000,-0.000000
S12,Stim,7.500000,0.273236
S12,Stim,8.000000,0.504874
S12,Stim,8.500000,0.659650
S12,Stim,9.000000,0.714000
S12,Stim,9.500000,0.659650
S12,Stim,10.000000,0.504874
S13,Stim,-10.000000,-0.504874
S13,Stim,-9.500000,-0.273236
S13,Stim,-9.000000,0.000000
S13,Stim,-8.500000,0.273236
S13,Stim,-8.000000,0.504874
S13,Stim,-7.500000,0.659650
S13,Stim,-7.000000,0.714000
S13,Stim,-6.500000,0.659650
S13,Stim,-6.000000,0.504874
S13,Stim,-5.500000,0.273236
S13,Stim,-5.000000,-0.000000
S13,Stim,-4.500000,-0.273236
S13,Stim,-4.000000,-0.504874
S13,Stim,-3.500000,-0.659650
S13,Stim,-3.000000,-0.714000
S13,Stim,-2.500000,-0.659650
S13,Stim,-2.000000,-0.504874
S13,Stim,-1.500000,-0.273236
S13,Stim,-1.000000,0.000000
S13,Stim,-0.500000,0.273236
S13,Stim,0.000000,0.504874
S13,Stim,0.500000,0.659650
S13,Stim,1.000000,0.714000
S13,Stim,1.500000,0.659650
S13,Stim,2.000000,0.504874
S13,Stim,2.500000,0.273236
S13,Stim,3.000000,0.000000
S13,Stim,3.500000,-0.273236
S13,Stim,4.000000,-0.504874
S13,Stim,4.500000,-0.659650
S13,Stim,5.000000,-0.714000
S13,Stim,5.500000,-0.659650
S13,Stim,6.000000,-0.504874
S13,Stim,6.500000,-0.273236
S13,Stim,7.000000,-0.000000
S13,Stim,7.500000,0.273236
S13,Stim,8.000000,0.504874
S13,Stim,8.500000,0.659650
S13,Stim,9.000000,0.714000
S13,Stim,9.500000,0.659650
S13,Stim,10.000000,0.504874
S14,Stim,-10.000000,-0.504874
S14,Stim,-9.500000,-0.273236
S14,Stim,-9.000000,0.000000
S14,Stim,-8.500000,0.273236
S14,Stim,-8.000000,0.504874
S14,Stim,-7.500000,0.659650
S14,Stim,-7.000000,0.714000
S14,Stim,-6.500000,0.659650
S14,Stim,-6.000000,0.504874
S14,Stim,-5.500000,0.273236
S14,Stim,-5.000000,-0.000000
S14,Stim,-4.500000,-0.273236
S14,Stim,-4.000000,-0.504874
S14,Stim,-3.500000,-0.659650
S14,Stim,-3.000000,-0.714000
S14,Stim,-2.500000,-0.659650
S14,Stim,-2.000000,-0.504874
S14,Stim,-1.500000,-0.273236
S14,Stim,-1.000000,0.000000
S14,Stim,-0.500000,0.273236
S14,Stim,0.000000,0.504874
S14,Stim,0.500000,0.659650
S14,Stim,1.000000,0.714000
S14,Stim,1.500000,0.659650
S14,Stim,2.000000,0.504874
S14,Stim,2.500000,0.273236
S14,Stim,3.000000,0.000000
S14,Stim,3.500000,-0.273236
S14,Stim,4.000000,-0.504874
S14,Stim,4.500000,-0.659650
S14,Stim,5.000000,-0.714000
S14,Stim,5.500000,-0.659650
S14,Stim,6.000000,-0.504874
S14,Stim,6.500000,-0.273236
S14,Stim,7.000000,-0.000000
S14,Stim,7.500000,0.273236
S14,Stim,8.000000,0.504874
S14,Stim,8.500000,0.659650
S14,Stim,9.000000,0.714000
S14,Stim,9.500000,0.659650
S14,Stim,10.000000,0.504874
S15,Stim,-10.000000,-0.504874
S15,Stim,-9.500000,-0.273236
S15,Stim,-9.000000,0.000000
S15,Stim,-8.500000,0.273236
S15,Stim,-8.000000,0.504874
S15,Stim,-7.500000,0.659650
S15,Stim,-7.000000,0.714000
S15,Stim,-6.500000,0.659650
S15,Stim,-6.000000,0.504874
S15,Stim,-5.500000,0.273236
S15,Stim,-5.000000,-0.000000
S15,Stim,-4.500000,-0.273236
S15,Stim,-4.000000,-0.504874
S15,Stim,-3.500000,-0.659650
S15,Stim,-3.000000,-0.714000
S15,Stim,-2.500000,-0.659650
S15,Stim,-2.000000,-0.504874
S15,Stim,-1.500000,-0.273236
S15,Stim,-1.000000,0.000000
S15,Stim,-0.500000,0.273236
S15,Stim,0.000000,0.504874
S15,Stim,0.500000,0.659650
S15,Stim,1.000000,0.714000
S15,Stim,1.500000,0.659650
S15,Stim,2.000000,0.504874
S15,Stim,2.500000,0.273236
S15,Stim,3.000000,0.000000
S15,Stim,3.500000,-0.273236
S15,Stim,4.000000,-0.504874
S15,Stim,4.500000,-0.659650
S15,Stim,5.000000,-0.714000
S15,Stim,5.500000,-0.659650
S15,Stim,6.000000,-0.504874
S15,Stim,6.500000,-0.273236
S15,Stim,7.000000,-0.000000
S15,Stim,7.500000,0.273236
S15,Stim,8.000000,0.504874
S15,Stim,8.500000,0.659650
S15,Stim,9.000000,0.714000
S15,Stim,9.500000,0.659650
S15,Stim,10.000000,0.504874
S16,Stim,-10.000000,-0.504874
S16,Stim,-9.500000,-0.273236
S16,Stim,-9.000000,0.000000
S16,Stim,-8.500000,0.273236
S16,Stim,-8.000000,0.504874
S16,Stim,-7.500000,0.659650
S16,Stim,-7.000000,0.714000
S16,Stim,-6.500000,0.659650
S16,Stim,-6.000000,0.504874
S16,Stim,-5.500000,0.273236
S16,Stim,-5.000000,-0.000000
S16,Stim,-4.500000,-0.273236
S16,Stim,-4.000000,-0.504874
S16,Stim,-3.500000,-0.659650
S16,Stim,-3.000000,-0.714000
S16,Stim,-2.500000,-0.659650
S16,Stim,-2.000000,-0.504874
S16,Stim,-1.500000,-0.273236
S16,Stim,-1.000000,0.000000
S16,Stim,-0.500000,0.273236
S16,Stim,0.000000,0.504874
S16,Stim,0.500000,0.659650
S16,Stim,1.000000,0.714000
S16,Stim,1.500000,0.659650
S16,Stim,2.000000,0.504874
S16,Stim,2.500000,0.273236
S16,Stim,3.000000,0.000000
S16,Stim,3.500000,-0.273236
S16,Stim,4.000000,-0.504874
S16,Stim,4.500000,-0.659650
S16,Stim,5.000000,-0.714000
S16,Stim,5.500000,-0.659650
S16,Stim,6.000000,-0.504874
S16,Stim,6.500000,-0.273236
S16,Stim,7.000000,-0.000000
S16,Stim,7.500000,0.273236
S16,Stim,8.000000,0.504874
S16,Stim,8.500000,0.659650
S16,Stim,9.000000,0.714000
S16,Stim,9.500000,0.659650
S16,Stim,10.000000,0.504874
S17,Stim,-10.000000,-0.504874
S17,Stim,-9.500000,-0.273236
S17,Stim,-9.000000,0.000000
S17,Stim,-8.500000,0.273236
S17,Stim,-8.000000,0.504874
S17,Stim,-7.500000,0.659650
S17,Stim,-7.000000,0.714000
S17,Stim,-6.500000,0.659650
S17,Stim,-6.000000,0.504874
S17,Stim,-5.500000,0.273236
S17,Stim,-5.000000,-0.000000
S17,Stim,-4.500000,-0.273236
S17,Stim,-4.000000,-0.504874
S17,Stim,-3.500000,-0.659650
S17,Stim,-3.000000,-0.714000
S17,Stim,-2.500000,-0.659650
S17,Stim,-2.000000,-0.504874
S17,Stim,-1.500000,-0.273236
S17,Stim,-1.000000,0.000000
S17,Stim,-0.500000,0.273236
S17,Stim,0.000000,0.504874
S17,Stim,0.500000,0.659650
S17,Stim,1.000000,0.714000
S17,Stim,1.500000,0.659650
S17,Stim,2.000000,0.504874
S17,Stim,2.500000,0.273236
S17,Stim,3.000000,0.000000
S17,Stim,3.500000,-0.273236
S17,Stim,4.000000,-0.504874
S17,Stim,4.500000,-0.659650
S17,Stim,5.000000,-0.714000
S17,Stim,5.500000,-0.659650
S17,Stim,6.000000,-0.504874
S17,Stim,6.500000,-0.273236
S17,Stim,7.000000,-0.000000
S17,Stim,7.500000,0.273236
S17,Stim,8.000000,0.504874
S17,Stim,8.500000,0.659650
S17,Stim,9.000000,0.714000
S17,Stim,9.500000,0.659650
S17,Stim,10.000000,0.504874
S18,Stim,-10.000000,-0.504874
S18,Stim,-9.500000,-0.273236
S18,Stim,-9.000000,0.000000
S18,Stim,-8.500000,0.273236
S18,Stim,-8.000000,0.504874
S18,Stim,-7.500000,0.659650
S18,Stim,-7.000000,0.714000
S18,Stim,-6.500000,0.659650
S18,Stim,-6.000000,0.504874
S18,Stim,-5.500000,0.273236
S18,Stim,-5.000000,-0.000000
S18,Stim,-4.500000,-0.273236
S18,Stim,-4.000000,-0.504874
S18,Stim,-3.500000,-0.659650
S18,Stim,-3.000000,-0.714000
S18,Stim,-2.500000,-0.659650
S18,Stim,-2.000000,-0.504874
S18,Stim,-1.500000,-0.273236
S18,Stim,-1.000000,0.000000
S18,Stim,-0.500000,0.273236
S18,Stim,0.000000,0.504874
S18,Stim,0.500000,0.659650
S18,Stim,1.000000,0.714000
S18,Stim,1.500000,0.659650
S18,Stim,2.000000,0.504874
S18,Stim,2.500000,0.273236
S18,Stim,3.000000,0.000000
S18,Stim,3.500000,-0.273236
S18,Stim,4.000000,-0.504874
S18,Stim,4.500000,-0.659650
S18,Stim,5.000000,-0.714000
S18,Stim,5.500000,-0.659650
S18,Stim,6.000000,-0.504874
S18,Stim,6.500000,-0.273236
S18,Stim,7.000000,-0.000000
S18,Stim,7.500000,0.273236
S18,Stim,8.000000,0.504874
S18,Stim,8.500000,0.659650
S18,Stim,9.000000,0.714000
S18,Stim,9.500000,0.659650
S18,Stim,10.000000,0.504874
S01,Post,-10.000000,-0.516754
S01,Post,-9.500000,-0.279665
S01,Post,-9.000000,0.000000
S01,Post,-8.500000,0.279665
S01,Post,-8.000000,0.516754
S01,Post,-7.500000,0.675171
S01,Post,-7.000000,0.730800
S01,Post,-6.500000,0.675171
S01,Post,-6.000000,0.516754
S01,Post,-5.500000,0.279665
S01,Post,-5.000000,-0.000000
S01,Post,-4.500000,-0.279665
S01,Post,-4.000000,-0.516754
S01,Post,-3.500000,-0.675171
S01,Post,-3.000000,-0.730800
S01,Post,-2.500000,-0.675171
S01,Post,-2.000000,-0.516754
S01,Post,-1.500000,-0.279665
S01,Post,-1.000000,0.000000
S01,Post,-0.500000,0.279665
S01,Post,0.000000,0.516754
S01,Post,0.500000,0.675171
S01,Post,1.000000,0.730800
S01,Post,1.500000,0.675171
S01,Post,2.000000,0.516754
S01,Post,2.500000,0.279665
S01,Post,3.000000,0.000000
S01,Post,3.500000,-0.279665
S01,Post,4.000000,-0.516754
S01,Post,4.500000,-0.675171
S01,Post,5.000000,-0.730800
S01,Post,5.500000,-0.675171
S01,Post,6.000000,-0.516754
S01,Post,6.500000,-0.279665
S01,Post,7.000000,-0.000000
S01,Post,7.500000,0.279665
S01,Post,8.000000,0.516754
S01,Post,8.500000,0.675171
S01,Post,9.000000,0.730800
S01,Post,9.500000,0.675171
S01,Post,10.000000,0.516754
S02,Post,-10.000000,-0.516754
S02,Post,-9.500000,-0.279665
S02,Post,-9.000000,0.000000
S02,Post,-8.500000,0.279665
S02,Post,-8.000000,0.516754
S02,Post,-7.500000,0.675171
S02,Post,-7.000000,0.730800
S02,Post,-6.500000,0.675171
S02,Post,-6.000000,0.516754
S02,Post,-5.500000,0.279665
S02,Post,-5.000000,-0.000000
S02,Post,-4.500000,-0.279665
S02,Post,-4.000000,-0.516754
S02,Post,-3.500000,-0.675171
S02,Post,-3.000000,-0.730800
S02,Post,-2.500000,-0.675171
S02,Post,-2.000000,-0.516754
S02,Post,-1.500000,-0.279665
S02,Post,-1.000000,0.000000
S02,Post,-0.500000,0.279665
S02,Post,0.000000,0.516754
S02,Post,0.500000,0.675171
S02,Post,1.000000,0.730800
S02,Post,1.500000,0.675171
S02,Post,2.000000,0.516754
S02,Post,2.500000,0.279665
S02,Post,3.000000,0.000000
S02,Post,3.500000,-0.279665
S02,Post,4.000000,-0.516754
S02,Post,4.500000,-0.675171
S02,Post,5.000000,-0.730800
S02,Post,5.500000,-0.675171
S02,Post,6.000000,-0.516754
S02,Post,6.500000,-0.279665
S02,Post,7.000000,-0.000000
S02,Post,7.500000,0.279665
S02,Post,8.000000,0.516754
S02,Post,8.500000,0.675171
S02,Post,9.000000,0.730800
S02,Post,9.500000,0.675171
S02,Post,10.000000,0.516754
S03,Post,-10.000000,-0.516754
S03,Post,-9.500000,-0.279665
S03,Post,-9.000000,0.000000
S03,Post,-8.500000,0.279665
S03,Post,-8.000000,0.516754
